00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
-0.17291902703412682,-0.23890887474986286,-0.19829973769402529,-0.23890887474986286,-0.21860430622194407,-0.18814745343006592,-0.19829973769402529,-0.18814745343006592,-0.14246217424224863,0.019974373981101606,0.1367256430166346,0.19763934860039095,0.18241092220445185,0.2788576227120661,0.2737814805800864,0.2280962013922691,0.16718249580851277,0.09104036382881735,0.0047459475851625195,-0.05109161586661413,-0.11200532145037048,-0.12215760571432986,-0.14753831637422835,-0.14246217424224863
-0.16276674277016742,-0.15261445850620803,-0.15261445850620803,-0.17291902703412682,-0.14753831637422835,-0.18814745343006592,-0.13738603211026895,-0.14246217424224863,-0.0054063366787968714,0.04535508464100008,0.1621063536765331,0.19256320646841124,0.29916219123998483,0.2788576227120661,0.2687053384481067,0.19256320646841124,0.12149721662069551,-0.015558620942756262,-0.086624610790472,-0.14246217424224863,-0.17799516916610653,-0.17291902703412682,-0.2135281640899644,-0.22875659048590347
-0.22368044835392378,-0.16784288490214713,-0.15769060063818774,-0.1830713112980862,-0.14753831637422835,-0.17799516916610653,-0.19829973769402529,-0.12215760571432986,-0.14753831637422835,-0.14753831637422835,-0.12215760571432986,-0.0764723265265126,-0.15261445850620803,-0.14246217424224863,-0.17799516916610653,-0.18814745343006592,-0.17799516916610653,-0.22368044835392378,-0.2135281640899644,-0.16784288490214713,-0.16276674277016742,-0.12215760571432986,-0.1932235955620456,-0.17799516916610653
-0.1830713112980862,-0.19829973769402529,-0.22875659048590347,-0.1830713112980862,-0.1932235955620456,-0.21860430622194407,-0.203375879826005,-0.21860430622194407,-0.18814745343006592,-0.20845202195798468,-0.14753831637422835,-0.13230988997828927,-0.14246217424224863,-0.13738603211026895,-0.16276674277016742,-0.16784288490214713,-0.15261445850620803,-0.17799516916610653,-0.15261445850620803,-0.0917007529224517,-0.16784288490214713,-0.20845202195798468,-0.14246217424224863,-0.12215760571432986
-0.1932235955620456,-0.16784288490214713,-0.18814745343006592,-0.19829973769402529,-0.19829973769402529,-0.17291902703412682,-0.14753831637422835,-0.14753831637422835,-0.0003301945468171761,0.1265733587526752,0.18748706433643156,0.28393376484404576,0.2433246277882082,0.28900990697602547,0.3346951861638427,0.31439061763592396,0.18241092220445185,0.15703021154455338,0.04535508464100008,0.01489823184912191,0.009822089717142215,-0.015558620942756262,-0.035863189470675044,-0.0764723265265126
-0.0917007529224517,-0.10185303718641109,-0.09677689505443139,-0.0917007529224517,-0.09677689505443139,-0.04601547373463444,-0.086624610790472,-0.04093933160265474,0.05550736890495948,0.18241092220445185,0.30423833337196454,0.3549997546917615,0.3397713282958224,0.40068503387957877,0.32454290189988333,0.41083731814353813,0.32454290189988333,0.23317234352424882,0.1367256430166346,-0.010482478810776567,-0.06632004226255321,-0.030787047338695347,-0.09677689505443139,-0.12215760571432986
-0.12723374784630956,-0.11708146358235016,-0.16784288490214713,-0.10692917931839079,-0.13230988997828927,-0.13230988997828927,-0.11200532145037048,-0.10185303718641109,-0.0054063366787968714,0.10626879022475642,0.10119264809277673,0.21794391712830974,0.26362919631612697,0.2788576227120661,0.3854566074836397,0.38038046535166,0.39053274961561935,0.2280962013922691,0.1367256430166346,0.11642107448871582,0.030126658245060996,0.01489823184912191,-0.025710905206715654,-0.015558620942756262
-0.086624610790472,-0.13230988997828927,-0.11708146358235016,-0.10692917931839079,-0.12723374784630956,-0.13230988997828927,-0.04601547373463444,-0.10185303718641109,-0.030787047338695347,0.12149721662069551,0.1621063536765331,0.2687053384481067,0.3448474704278021,0.3346951861638427,0.4717510237272945,0.39053274961561935,0.2940860491080052,0.2382484856562285,-0.015558620942756262,-0.015558620942756262,-0.10692917931839079,-0.06124390013057352,-0.11708146358235016,-0.1830713112980862
-0.17291902703412682,-0.16784288490214713,-0.15261445850620803,-0.1932235955620456,-0.17799516916610653,-0.22368044835392378,-0.11200532145037048,-0.17291902703412682,-0.030787047338695347,0.1621063536765331,0.23317234352424882,0.3397713282958224,0.3346951861638427,0.3499236125597818,0.3600758968237412,0.2534769120521676,0.11642107448871582,0.06058351103693917,-0.07139618439453291,-0.05109161586661413,-0.09677689505443139,-0.10692917931839079,-0.16276674277016742,-0.14753831637422835
-0.16276674277016742,-0.16784288490214713,-0.16276674277016742,-0.15261445850620803,-0.17291902703412682,-0.1932235955620456,-0.17291902703412682,-0.13230988997828927,-0.16276674277016742,-0.14246217424224863,-0.18814745343006592,-0.17291902703412682,-0.14753831637422835,-0.14246217424224863,-0.0815484686584923,-0.0764723265265126,-0.035863189470675044,-0.06632004226255321,-0.0917007529224517,-0.12215760571432986,-0.12215760571432986,-0.12215760571432986,-0.14246217424224863,-0.0764723265265126
-0.14246217424224863,-0.15261445850620803,-0.14753831637422835,-0.17291902703412682,-0.16784288490214713,-0.18814745343006592,-0.10185303718641109,-0.13230988997828927,-0.15261445850620803,-0.12215760571432986,-0.12215760571432986,-0.11708146358235016,-0.14246217424224863,-0.07139618439453291,-0.10692917931839079,-0.17799516916610653,-0.17799516916610653,-0.15261445850620803,-0.14246217424224863,-0.17291902703412682,-0.12215760571432986,-0.09677689505443139,-0.18814745343006592,-0.16276674277016742
-0.12723374784630956,-0.15769060063818774,-0.22368044835392378,-0.11200532145037048,-0.13738603211026895,-0.13230988997828927,-0.203375879826005,-0.17291902703412682,-0.11200532145037048,0.09611650596079704,0.30931447550394425,0.32961904403186304,0.3499236125597818,0.4819033079912539,0.5072840186511524,0.4717510237272945,0.32961904403186304,0.2788576227120661,0.18241092220445185,0.0047459475851625195,-0.056167757998593824,-0.04093933160265474,-0.10692917931839079,-0.13738603211026895
-0.11708146358235016,-0.13230988997828927,-0.12215760571432986,-0.12215760571432986,-0.13230988997828927,-0.16784288490214713,-0.15769060063818774,-0.11708146358235016,-0.035863189470675044,0.030126658245060996,0.1265733587526752,0.12149721662069551,0.1418017851486143,0.22302005926028942,0.28900990697602547,0.29916219123998483,0.2280962013922691,0.1367256430166346,0.03520280037704069,-0.06124390013057352,-0.12723374784630956,-0.16276674277016742,-0.15769060063818774,-0.22368044835392378
