timestamp,TimeMST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees
1/1/2015 0:51,12:51 AM,2.8,-0.6,79,1016,16.1,WNW,9.3,,,,Mostly Cloudy,300
1/1/2015 1:47,1:47 AM,3,-1,75,1016.5,16.1,WNW,5.6,,,,Mostly Cloudy,300
1/1/2015 1:51,1:51 AM,2.8,-0.6,79,1016.9,16.1,WNW,7.4,,,,Mostly Cloudy,300
1/1/2015 2:51,2:51 AM,2.8,-1.1,76,1017.2,16.1,NW,5.6,,,,Scattered Clouds,320
1/1/2015 3:51,3:51 AM,2.2,-0.6,82,1017.5,16.1,ENE,5.6,,,,Partly Cloudy,60
1/1/2015 4:51,4:51 AM,2.2,-1.1,79,1017.9,16.1,ENE,5.6,,,,Partly Cloudy,70
1/1/2015 5:51,5:51 AM,1.7,0,89,1018.2,16.1,East,5.6,,,,Mostly Cloudy,80
1/1/2015 6:51,6:51 AM,2.2,0,86,1019,16.1,East,7.4,,,,Mostly Cloudy,100
1/1/2015 7:51,7:51 AM,2.8,0.6,86,1019.8,16.1,East,7.4,,,,Mostly Cloudy,90
1/1/2015 8:51,8:51 AM,2.8,0,82,1020.4,16.1,Calm,Calm,,,,Mostly Cloudy,0
1/1/2015 9:51,9:51 AM,3.9,0,76,1021,16.1,Calm,Calm,,,,Mostly Cloudy,0
1/1/2015 10:51,10:51 AM,5,-1.1,65,1021.3,16.1,North,9.3,,,,Mostly Cloudy,350
1/1/2015 11:21,11:21 AM,5.6,-1.7,60,1020.5,16.1,Variable,5.6,,,,Mostly Cloudy,0
1/1/2015 11:51,11:51 AM,5.6,-1.7,60,1020.5,16.1,Variable,7.4,,,,Mostly Cloudy,0
1/1/2015 12:04,12:04 PM,5.6,-2.2,58,1020.2,16.1,North,11.1,,,,Mostly Cloudy,360
1/1/2015 12:51,12:51 PM,6.1,-2.2,56,1019.9,16.1,NNW,7.4,,,,Mostly Cloudy,340
1/1/2015 13:51,1:51 PM,6.7,-2.8,51,1019.1,16.1,Calm,Calm,,,,Mostly Cloudy,0
1/1/2015 14:51,2:51 PM,7.2,-3.3,48,1018.5,16.1,NNW,7.4,,,,Mostly Cloudy,340
1/1/2015 15:51,3:51 PM,7.2,-3.3,48,1018.6,16.1,WSW,5.6,,,,Mostly Cloudy,240
1/1/2015 16:51,4:51 PM,7.2,-3.3,48,1018.7,16.1,Calm,Calm,,,,Mostly Cloudy,0
1/1/2015 17:51,5:51 PM,7.2,-2.8,49,1018.9,16.1,Variable,5.6,,,,Mostly Cloudy,0
1/1/2015 18:51,6:51 PM,6.1,-2.2,56,1019.2,16.1,WSW,11.1,,,,Partly Cloudy,240
1/1/2015 19:51,7:51 PM,5,-1.7,62,1019.3,16.1,WSW,9.3,,,,Clear,250
1/1/2015 20:51,8:51 PM,5,-2.2,60,1019.1,16.1,West,7.4,,,,Clear,270
1/1/2015 21:51,9:51 PM,5,-2.8,57,1019,16.1,WNW,11.1,,,,Clear,300
1/1/2015 22:51,10:51 PM,2.8,-1.1,76,1018.6,16.1,SW,5.6,,,,Clear,230
1/1/2015 23:51,11:51 PM,2.2,-1.1,79,1018.5,16.1,WSW,5.6,,,,Clear,240
2/1/2015 0:51,12:51 AM,2.2,-2.2,73,1018.2,16.1,West,9.3,,,,Clear,260
2/1/2015 1:51,1:51 AM,1.7,-2.2,76,1017.9,16.1,Calm,Calm,,,,Clear,0
2/1/2015 2:51,2:51 AM,1.7,-2.2,76,1018,16.1,Calm,Calm,,,,Clear,0
2/1/2015 3:51,3:51 AM,1.1,-2.2,79,1017.5,16.1,Calm,Calm,,,,Clear,0
2/1/2015 4:51,4:51 AM,0.6,-2.2,82,1017.3,16.1,SW,7.4,,,,Clear,220
2/1/2015 5:51,5:51 AM,0,-2.2,85,1017.1,16.1,SW,7.4,,,,Clear,220
2/1/2015 6:51,6:51 AM,0,-2.2,85,1017.5,16.1,Calm,Calm,,,,Clear,0
2/1/2015 7:51,7:51 AM,0.6,-2.2,82,1018.1,16.1,West,7.4,,,,Partly Cloudy,260
2/1/2015 8:51,8:51 AM,1.7,-2.2,76,1018.7,16.1,West,9.3,,,,Partly Cloudy,270
2/1/2015 9:51,9:51 AM,3.9,-1.7,67,1018.9,16.1,SW,9.3,,,,Partly Cloudy,230
2/1/2015 10:51,10:51 AM,5.6,-2.2,58,1018.4,16.1,SSW,5.6,,,,Partly Cloudy,210
2/1/2015 11:51,11:51 AM,7.2,-4.4,44,1017.2,16.1,Calm,Calm,,,,Partly Cloudy,0
2/1/2015 12:51,12:51 PM,10,-3.9,38,1016.1,16.1,WSW,11.1,,,,Partly Cloudy,240
2/1/2015 13:51,1:51 PM,10.6,-5,33,1015.4,16.1,SW,11.1,,,,Partly Cloudy,230
2/1/2015 14:51,2:51 PM,11.7,-5.6,30,1015.5,16.1,Variable,5.6,,,,Partly Cloudy,0
2/1/2015 15:51,3:51 PM,11.7,-6.1,29,1015.8,16.1,WSW,11.1,,,,Partly Cloudy,240
2/1/2015 16:51,4:51 PM,11.1,-5.6,31,1016,16.1,SW,13,,,,Partly Cloudy,230
2/1/2015 17:51,5:51 PM,10,-5,35,1016.6,16.1,WSW,9.3,,,,Clear,240
2/1/2015 18:51,6:51 PM,8.9,-3.9,41,1017.4,16.1,SSE,7.4,,,,Clear,160
2/1/2015 19:51,7:51 PM,7.2,-3.3,48,1018,16.1,SE,9.3,,,,Clear,140
2/1/2015 20:51,8:51 PM,6.1,-2.2,56,1018.7,16.1,ESE,9.3,,,,Clear,110
2/1/2015 21:51,9:51 PM,5.6,-2.2,58,1018.8,16.1,East,16.7,,,,Clear,80
2/1/2015 22:51,10:51 PM,5,-1.7,62,1019.3,16.1,East,13,,,,Clear,80
2/1/2015 23:51,11:51 PM,5,-1.7,62,1019.9,16.1,ENE,11.1,,,,Clear,70
3/1/2015 0:51,12:51 AM,3.9,-1.1,70,1020,16.1,East,9.3,,,,Clear,100
3/1/2015 1:51,1:51 AM,3.3,-1.1,73,1020.3,16.1,East,11.1,,,,Clear,90
3/1/2015 2:51,2:51 AM,2.8,-1.1,76,1020.8,16.1,East,13,,,,Clear,90
3/1/2015 3:51,3:51 AM,2.2,-1.1,79,1020.9,16.1,East,11.1,,,,Clear,90
3/1/2015 4:51,4:51 AM,1.7,-1.7,78,1020.9,16.1,East,11.1,,,,Clear,100
3/1/2015 5:51,5:51 AM,1.7,-1.7,78,1021.1,16.1,ESE,13,,,,Clear,120
3/1/2015 6:51,6:51 AM,1.1,-2.2,79,1021.8,16.1,East,11.1,,,,Clear,100
3/1/2015 7:51,7:51 AM,1.1,-2.2,79,1023.1,16.1,East,9.3,,,,Clear,100
3/1/2015 8:51,8:51 AM,3.9,-1.7,67,1023.7,16.1,ESE,9.3,,,,Clear,120
3/1/2015 9:51,9:51 AM,6.1,-1.7,58,1024.7,16.1,East,9.3,,,,Clear,100
3/1/2015 10:51,10:51 AM,7.8,-2.2,50,1024.6,16.1,SSE,9.3,,,,Clear,150
3/1/2015 11:51,11:51 AM,9.4,-2.2,44,1024,16.1,Calm,Calm,,,,Clear,0
3/1/2015 12:51,12:51 PM,10,-3.3,39,1022.9,16.1,Variable,7.4,,,,Clear,0
3/1/2015 13:51,1:51 PM,10.6,-3.9,36,1022.2,16.1,Calm,Calm,,,,Clear,0
3/1/2015 14:51,2:51 PM,11.7,-3.9,34,1022.1,16.1,Calm,Calm,,,,Clear,0
3/1/2015 15:51,3:51 PM,12.2,-3.9,33,1022.5,16.1,SW,5.6,,,,Clear,220
3/1/2015 16:51,4:51 PM,12.2,-3.3,34,1022.9,16.1,SSW,5.6,,,,Clear,200
3/1/2015 17:51,5:51 PM,10.6,-2.2,41,1023.3,16.1,SW,5.6,,,,Partly Cloudy,230
3/1/2015 18:51,6:51 PM,10,-1.7,44,1023.8,16.1,Calm,Calm,,,,Partly Cloudy,0
3/1/2015 19:51,7:51 PM,8.9,-2.2,46,1024.5,16.1,Calm,Calm,,,,Clear,0
3/1/2015 20:51,8:51 PM,8.3,-1.1,52,1025,16.1,ESE,5.6,,,,Clear,110
3/1/2015 21:51,9:51 PM,6.7,-0.6,60,1025.4,16.1,East,5.6,,,,Clear,100
3/1/2015 22:51,10:51 PM,6.1,-0.6,62,1026.2,16.1,East,9.3,,,,Clear,100
3/1/2015 23:51,11:51 PM,5.6,-0.6,65,1026.6,16.1,Calm,Calm,,,,Clear,0
4/1/2015 0:51,12:51 AM,5,-0.6,67,1026.7,16.1,Calm,Calm,,,,Clear,0
4/1/2015 1:51,1:51 AM,3.9,-0.6,73,1027.1,16.1,East,7.4,,,,Clear,100
4/1/2015 2:51,2:51 AM,3.9,-0.6,73,1027.1,16.1,East,9.3,,,,Clear,90
4/1/2015 3:51,3:51 AM,3.9,-0.6,73,1027,16.1,ESE,9.3,,,,Clear,120
4/1/2015 4:51,4:51 AM,3.3,-0.6,76,1026.8,16.1,Calm,Calm,,,,Clear,0
4/1/2015 5:51,5:51 AM,2.8,-1.1,76,1027,16.1,East,5.6,,,,Clear,90
4/1/2015 6:51,6:51 AM,2.8,-1.1,76,1027.7,16.1,Calm,Calm,,,,Clear,0
4/1/2015 7:51,7:51 AM,2.8,-0.6,79,1028.6,16.1,Calm,Calm,,,,Clear,0
4/1/2015 8:51,8:51 AM,4.4,0,73,1029.3,16.1,Calm,Calm,,,,Clear,0
4/1/2015 9:51,9:51 AM,7.8,-0.6,56,1029.6,16.1,Calm,Calm,,,,Clear,0
4/1/2015 10:51,10:51 AM,11.7,-0.6,43,1028.7,16.1,South,9.3,,,,Clear,190
4/1/2015 11:51,11:51 AM,12.8,-0.6,40,1027.6,16.1,ENE,9.3,,,,Clear,60
4/1/2015 12:51,12:51 PM,15.6,-0.6,33,1026.2,16.1,Variable,7.4,,,,Clear,0
4/1/2015 13:51,1:51 PM,16.7,-1.7,29,1025.8,16.1,NNE,7.4,,,,Partly Cloudy,30
4/1/2015 14:51,2:51 PM,17.8,-1.7,27,1025.3,16.1,Variable,5.6,,,,Partly Cloudy,0
4/1/2015 15:51,3:51 PM,17.8,-1.7,27,1025.5,16.1,Variable,7.4,,,,Partly Cloudy,0
4/1/2015 16:51,4:51 PM,17.8,-1.7,27,1025.2,16.1,WNW,5.6,,,,Mostly Cloudy,300
4/1/2015 17:51,5:51 PM,16.7,-1.7,29,1025.4,16.1,West,9.3,,,,Mostly Cloudy,280
4/1/2015 18:51,6:51 PM,13.3,0.6,42,1025.6,16.1,SW,7.4,,,,Mostly Cloudy,230
4/1/2015 19:51,7:51 PM,12.2,0.6,45,1026,16.1,Calm,Calm,,,,Mostly Cloudy,0
4/1/2015 20:51,8:51 PM,11.7,0.6,47,1025.9,16.1,Calm,Calm,,,,Mostly Cloudy,0
4/1/2015 21:51,9:51 PM,10.6,1.1,52,1026.2,16.1,Calm,Calm,,,,Mostly Cloudy,0
4/1/2015 22:51,10:51 PM,10,1.7,57,1025.9,16.1,ESE,5.6,,,,Mostly Cloudy,110
4/1/2015 23:51,11:51 PM,8.3,2.2,66,1026,16.1,SSE,5.6,,,,Mostly Cloudy,150
5/1/2015 0:51,12:51 AM,8.9,1.7,61,1025.5,16.1,Calm,Calm,,,,Scattered Clouds,0
5/1/2015 1:51,1:51 AM,8.3,1.7,63,1025.5,16.1,Calm,Calm,,,,Partly Cloudy,0
5/1/2015 2:51,2:51 AM,8.3,1.1,61,1025.3,16.1,ESE,5.6,,,,Partly Cloudy,110
5/1/2015 3:51,3:51 AM,7.8,1.1,63,1025.5,16.1,Calm,Calm,,,,Clear,0
5/1/2015 4:51,4:51 AM,7.2,1.1,65,1025.4,16.1,Calm,Calm,,,,Clear,0
5/1/2015 5:51,5:51 AM,6.7,1.1,68,1025.6,16.1,Calm,Calm,,,,Clear,0
5/1/2015 6:51,6:51 AM,6.1,1.7,74,1025.8,16.1,East,7.4,,,,Partly Cloudy,90
5/1/2015 7:51,7:51 AM,6.1,1.1,71,1026.4,16.1,Calm,Calm,,,,Partly Cloudy,0
5/1/2015 8:51,8:51 AM,8.9,1.1,58,1027.5,16.1,NNE,5.6,,,,Partly Cloudy,30
5/1/2015 9:51,9:51 AM,11.1,1.7,53,1027.6,16.1,Calm,Calm,,,,Partly Cloudy,0
5/1/2015 10:51,10:51 AM,15,0.6,38,1026.9,16.1,Calm,Calm,,,,Partly Cloudy,0
5/1/2015 11:51,11:51 AM,16.7,0,32,1025.3,16.1,Calm,Calm,,,,Partly Cloudy,0
5/1/2015 12:51,12:51 PM,20.6,-3.3,20,1023.7,16.1,ENE,16.7,,,,Partly Cloudy,60
5/1/2015 13:51,1:51 PM,21.7,-3.9,18,1022.7,16.1,ENE,16.7,,,,Scattered Clouds,60
5/1/2015 14:51,2:51 PM,22.8,-4.4,16,1022.2,16.1,East,14.8,,,,Mostly Cloudy,80
5/1/2015 15:51,3:51 PM,23.3,-3.9,16,1021.7,16.1,NE,7.4,,,,Mostly Cloudy,50
5/1/2015 16:51,4:51 PM,23.3,-3.9,16,1021.5,16.1,North,5.6,,,,Scattered Clouds,10
5/1/2015 17:51,5:51 PM,19.4,-0.6,26,1022,16.1,WSW,9.3,,,,Scattered Clouds,250
5/1/2015 18:51,6:51 PM,16.7,0.6,34,1022.5,16.1,SW,9.3,,,,Partly Cloudy,220
5/1/2015 19:51,7:51 PM,16.1,0,34,1022.8,16.1,Calm,Calm,,,,Partly Cloudy,0
5/1/2015 20:51,8:51 PM,14.4,1.1,41,1023.1,16.1,Calm,Calm,,,,Partly Cloudy,0
5/1/2015 21:51,9:51 PM,12.8,2.2,49,1023.5,16.1,East,7.4,,,,Clear,80
5/1/2015 22:51,10:51 PM,12.2,1.7,49,1023.4,16.1,Calm,Calm,,,,Partly Cloudy,0
5/1/2015 23:51,11:51 PM,12.2,1.1,47,1023.6,16.1,Calm,Calm,,,,Clear,0
6/1/2015 0:51,12:51 AM,11.1,0.6,49,1023.6,16.1,SE,11.1,,,,Clear,130
6/1/2015 1:51,1:51 AM,10,0.6,52,1023.7,16.1,East,5.6,,,,Clear,100
6/1/2015 2:51,2:51 AM,10,1.1,54,1023.9,16.1,East,11.1,,,,Clear,80
6/1/2015 3:51,3:51 AM,10.6,0,48,1024,16.1,Calm,Calm,,,,Clear,0
6/1/2015 4:51,4:51 AM,8.3,1.1,61,1023.9,16.1,Calm,Calm,,,,Clear,0
6/1/2015 5:51,5:51 AM,7.8,1.1,63,1024.4,16.1,ENE,5.6,,,,Clear,60
6/1/2015 6:51,6:51 AM,7.8,0.6,61,1024.9,16.1,ESE,5.6,,,,Partly Cloudy,120
6/1/2015 7:51,7:51 AM,7.8,0.6,61,1025,16.1,East,7.4,,,,Partly Cloudy,90
6/1/2015 8:51,8:51 AM,11.1,0.6,49,1025.4,16.1,Calm,Calm,,,,Partly Cloudy,0
6/1/2015 9:51,9:51 AM,15,-0.6,35,1025.7,16.1,East,9.3,,,,Partly Cloudy,80
6/1/2015 10:51,10:51 AM,17.2,0,31,1024.8,16.1,Calm,Calm,,,,Partly Cloudy,0
6/1/2015 11:51,11:51 AM,21.1,-1.7,22,1023.5,16.1,East,7.4,,,,Partly Cloudy,90
6/1/2015 12:51,12:51 PM,22.8,-2.8,18,1022.1,16.1,ENE,14.8,,,,Partly Cloudy,70
6/1/2015 13:51,1:51 PM,23.9,-3.9,16,1020.8,16.1,ENE,16.7,,,,Partly Cloudy,70
6/1/2015 14:51,2:51 PM,24.4,-3.3,16,1020.3,16.1,ENE,9.3,,,,Partly Cloudy,60
6/1/2015 15:51,3:51 PM,26.1,-2.8,15,1019.9,16.1,ESE,9.3,,,,Partly Cloudy,120
6/1/2015 16:51,4:51 PM,25,-2.8,16,1019.8,16.1,NNW,9.3,,,,Partly Cloudy,330
6/1/2015 17:51,5:51 PM,22.8,-1.1,20,1020.1,16.1,NW,9.3,,,,Partly Cloudy,310
6/1/2015 18:51,6:51 PM,18.9,0.6,29,1020.7,16.1,SW,9.3,,,,Clear,230
6/1/2015 19:51,7:51 PM,18.3,0,29,1020.9,16.1,Calm,Calm,,,,Clear,0
6/1/2015 20:51,8:51 PM,15.6,1.1,38,1021.1,16.1,Calm,Calm,,,,Clear,0
6/1/2015 21:51,9:51 PM,13.9,1.7,44,1021.2,16.1,WSW,5.6,,,,Clear,240
6/1/2015 22:51,10:51 PM,13.9,1.7,44,1021.1,16.1,Calm,Calm,,,,Clear,0
6/1/2015 23:51,11:51 PM,13.3,2.8,49,1020.9,16.1,Calm,Calm,,,,Clear,0
7/1/2015 0:51,12:51 AM,12.8,2.2,49,1020.8,16.1,Calm,Calm,,,,Clear,0
7/1/2015 1:51,1:51 AM,11.1,2.2,54,1020.7,16.1,South,7.4,,,,Clear,170
7/1/2015 2:51,2:51 AM,12.2,2.2,51,1020.9,16.1,NE,5.6,,,,Clear,50
7/1/2015 3:51,3:51 AM,11.7,2.2,52,1020.7,16.1,Calm,Calm,,,,Clear,0
7/1/2015 4:51,4:51 AM,10,2.8,61,1020.2,16.1,Calm,Calm,,,,Clear,0
7/1/2015 5:51,5:51 AM,10,2.8,61,1020,16.1,Calm,Calm,,,,Partly Cloudy,0
7/1/2015 6:51,6:51 AM,10,2.8,61,1020.5,16.1,Calm,Calm,,,,Scattered Clouds,0
7/1/2015 7:51,7:51 AM,9.4,2.8,64,1020.9,16.1,SSW,5.6,,,,Scattered Clouds,210
7/1/2015 8:51,8:51 AM,11.1,3.3,59,1021.5,16.1,SSW,5.6,,,,Scattered Clouds,210
7/1/2015 9:51,9:51 AM,16.1,3.3,42,1021.4,16.1,SW,5.6,,,,Mostly Cloudy,220
7/1/2015 10:51,10:51 AM,19.4,3.9,36,1021.1,16.1,SSW,5.6,,,,Mostly Cloudy,200
7/1/2015 11:51,11:51 AM,22.2,2.8,28,1019.7,16.1,East,11.1,,,,Mostly Cloudy,100
7/1/2015 12:51,12:51 PM,25,1.7,22,1018.7,16.1,ESE,14.8,,,,Mostly Cloudy,110
7/1/2015 13:51,1:51 PM,26.1,0,18,1017.9,16.1,East,13,,,,Mostly Cloudy,90
7/1/2015 14:51,2:51 PM,26.7,0,17,1017.3,16.1,Variable,5.6,,,,Mostly Cloudy,0
7/1/2015 15:51,3:51 PM,26.7,0.6,18,1017.2,16.1,ESE,5.6,,,,Mostly Cloudy,110
7/1/2015 16:51,4:51 PM,26.7,0.6,18,1017.1,16.1,ENE,11.1,,,,Mostly Cloudy,70
7/1/2015 17:51,5:51 PM,23.3,1.7,24,1017.2,16.1,East,9.3,,,,Mostly Cloudy,80
7/1/2015 18:51,6:51 PM,21.7,2.2,28,1017.5,16.1,East,11.1,,,,Scattered Clouds,80
7/1/2015 19:51,7:51 PM,19.4,2.8,33,1017.7,16.1,East,13,,,,Clear,100
7/1/2015 20:51,8:51 PM,18.3,2.8,36,1017.8,16.1,ESE,13,,,,Scattered Clouds,110
7/1/2015 21:51,9:51 PM,19.4,2.8,33,1017.9,16.1,ESE,14.8,,,,Mostly Cloudy,110
7/1/2015 22:51,10:51 PM,17.2,3.3,40,1018.1,16.1,East,9.3,,,,Mostly Cloudy,100
7/1/2015 23:51,11:51 PM,16.7,3.3,41,1017.7,16.1,Calm,Calm,,,,Mostly Cloudy,0
8/1/2015 0:51,12:51 AM,16.1,3.3,42,1017.5,16.1,SE,5.6,,,,Mostly Cloudy,130
8/1/2015 1:51,1:51 AM,15.6,3.3,44,1017.9,16.1,ESE,7.4,,,,Mostly Cloudy,110
8/1/2015 2:51,2:51 AM,14.4,3.3,47,1018.1,16.1,East,11.1,,,,Mostly Cloudy,90
8/1/2015 3:51,3:51 AM,15.6,2.8,42,1017.9,16.1,East,13,,,,Mostly Cloudy,90
8/1/2015 4:51,4:51 AM,17.2,1.1,34,1017.3,16.1,East,20.4,,,,Overcast,90
8/1/2015 5:51,5:51 AM,16.7,1.1,35,1017.5,16.1,East,27.8,,,,Mostly Cloudy,80
8/1/2015 6:51,6:51 AM,16.7,0.6,34,1017.7,16.1,East,25.9,,,,Mostly Cloudy,90
8/1/2015 7:51,7:51 AM,15.6,1.1,38,1018.1,16.1,East,14.8,,,,Mostly Cloudy,90
8/1/2015 8:51,8:51 AM,15.6,1.7,39,1018.9,16.1,East,18.5,,,,Mostly Cloudy,90
8/1/2015 9:51,9:51 AM,17.2,1.1,34,1019.2,16.1,East,22.2,,,,Mostly Cloudy,80
8/1/2015 10:51,10:51 AM,18.3,1.1,32,1019,16.1,East,22.2,,,,Mostly Cloudy,90
8/1/2015 11:51,11:51 AM,18.3,0.6,31,1017.9,16.1,East,22.2,,,,Mostly Cloudy,90
8/1/2015 12:51,12:51 PM,18.9,1.1,30,1016.7,16.1,ESE,13,,,,Mostly Cloudy,110
8/1/2015 13:51,1:51 PM,20.6,1.1,27,1015.7,16.1,SE,11.1,,,,Mostly Cloudy,130
8/1/2015 14:51,2:51 PM,21.7,1.7,27,1015.1,16.1,SE,14.8,,,,Scattered Clouds,140
8/1/2015 15:51,3:51 PM,20,2.8,32,1015.3,16.1,SE,13,,,,Scattered Clouds,140
8/1/2015 16:51,4:51 PM,18.9,2.2,33,1015.3,16.1,SE,22.2,,,,Mostly Cloudy,140
8/1/2015 17:51,5:51 PM,17.8,2.8,37,1015.5,16.1,ESE,11.1,,,,Mostly Cloudy,120
8/1/2015 18:51,6:51 PM,16.7,2.8,39,1015.6,16.1,SE,9.3,,,,Mostly Cloudy,130
8/1/2015 19:51,7:51 PM,15,2.8,44,1015.7,16.1,East,11.1,,,,Mostly Cloudy,90
8/1/2015 20:51,8:51 PM,15,3.3,46,1015.8,16.1,East,9.3,,,,Scattered Clouds,80
8/1/2015 21:51,9:51 PM,13.3,4.4,55,1015.6,16.1,East,11.1,,,,Scattered Clouds,100
8/1/2015 22:51,10:51 PM,14.4,2.8,46,1015.3,16.1,East,7.4,,,,Scattered Clouds,100
8/1/2015 23:51,11:51 PM,12.2,3.3,55,1015.4,16.1,SE,5.6,,,,Scattered Clouds,130
9/1/2015 0:51,12:51 AM,12.2,3.3,55,1015.2,16.1,East,5.6,,,,Scattered Clouds,100
9/1/2015 1:51,1:51 AM,12.2,2.8,53,1014.9,16.1,East,18.5,,,,Scattered Clouds,80
9/1/2015 2:51,2:51 AM,12.2,2.8,53,1014.8,16.1,ESE,11.1,,,,Scattered Clouds,110
9/1/2015 3:51,3:51 AM,12.2,2.8,53,1014.9,16.1,East,18.5,,,,Scattered Clouds,90
9/1/2015 4:51,4:51 AM,12.2,2.2,51,1014.7,16.1,East,11.1,,,,Scattered Clouds,100
9/1/2015 5:51,5:51 AM,11.7,2.2,52,1014.8,16.1,East,11.1,,,,Scattered Clouds,90
9/1/2015 6:51,6:51 AM,11.7,2.8,55,1015.5,16.1,East,5.6,,,,Partly Cloudy,100
9/1/2015 7:51,7:51 AM,11.1,2.8,57,1016.2,16.1,ESE,7.4,,,,Partly Cloudy,110
9/1/2015 8:51,8:51 AM,13.3,2.8,49,1017,16.1,East,11.1,,,,Partly Cloudy,90
9/1/2015 9:51,9:51 AM,16.1,3.9,44,1017.6,16.1,East,13,29.6,,,Partly Cloudy,80
9/1/2015 10:51,10:51 AM,18.9,3.9,37,1017.2,16.1,East,18.5,,,,Partly Cloudy,100
9/1/2015 11:51,11:51 AM,20,3.9,35,1016.3,16.1,East,20.4,,,,Partly Cloudy,90
9/1/2015 12:51,12:51 PM,21.7,5,34,1015.2,16.1,ESE,9.3,,,,Partly Cloudy,120
9/1/2015 13:51,1:51 PM,22.2,5,33,1014.4,16.1,Variable,5.6,,,,Partly Cloudy,0
9/1/2015 14:51,2:51 PM,23.3,5.6,32,1013.9,16.1,Variable,9.3,,,,Partly Cloudy,0
9/1/2015 15:51,3:51 PM,22.8,6.1,34,1014,16.1,Calm,Calm,,,,Partly Cloudy,0
9/1/2015 16:51,4:51 PM,23.3,6.7,34,1014,16.1,SSE,16.7,,,,Partly Cloudy,160
9/1/2015 17:51,5:51 PM,21.1,5.6,36,1014.4,16.1,SE,11.1,,,,Partly Cloudy,140
9/1/2015 18:51,6:51 PM,20,5,37,1015,16.1,SE,11.1,,,,Clear,140
9/1/2015 19:51,7:51 PM,17.8,5,43,1015.7,16.1,ENE,9.3,,,,Clear,60
9/1/2015 20:51,8:51 PM,16.7,5,46,1016,16.1,East,7.4,,,,Clear,80
9/1/2015 21:51,9:51 PM,15.6,5,49,1016.1,16.1,East,9.3,,,,Clear,100
9/1/2015 22:51,10:51 PM,15.6,3.9,46,1016.1,16.1,East,13,,,,Clear,100
9/1/2015 23:51,11:51 PM,15.6,3.3,44,1015.9,16.1,East,13,,,,Clear,100
10/1/2015 0:51,12:51 AM,14.4,3.9,49,1016.1,16.1,ESE,11.1,,,,Scattered Clouds,120
10/1/2015 1:51,1:51 AM,14.4,3.3,47,1016.3,16.1,ESE,13,,,,Mostly Cloudy,120
10/1/2015 2:51,2:51 AM,14.4,3.3,47,1015.9,16.1,ESE,13,,,,Mostly Cloudy,110
10/1/2015 3:51,3:51 AM,13.9,3.3,49,1015.7,16.1,East,9.3,,,,Mostly Cloudy,90
10/1/2015 4:51,4:51 AM,13.3,3.3,51,1016,16.1,Calm,Calm,,,,Scattered Clouds,0
10/1/2015 5:51,5:51 AM,13.3,3.3,51,1015.9,16.1,East,11.1,,,,Scattered Clouds,100
10/1/2015 6:51,6:51 AM,13.3,2.8,49,1016.2,16.1,ESE,11.1,,,,Mostly Cloudy,110
10/1/2015 7:51,7:51 AM,13.9,2.8,47,1016.4,16.1,ESE,13,,,,Mostly Cloudy,120
10/1/2015 8:51,8:51 AM,13.9,2.8,47,1017.3,16.1,SE,11.1,,,,Mostly Cloudy,130
10/1/2015 9:51,9:51 AM,16.1,2.8,41,1017.9,16.1,ESE,16.7,,,,Mostly Cloudy,120
10/1/2015 10:51,10:51 AM,15.6,2.8,42,1018,16.1,SSE,9.3,,,,Overcast,150
10/1/2015 11:51,11:51 AM,16.7,3.3,41,1017.2,16.1,SSE,7.4,,,,Mostly Cloudy,150
10/1/2015 12:51,12:51 PM,17.2,3.3,40,1016.3,16.1,SE,9.3,,,,Mostly Cloudy,130
10/1/2015 13:51,1:51 PM,16.7,5.6,48,1015.3,16.1,East,13,,0,Rain,Light Rain,80
10/1/2015 14:51,2:51 PM,17.8,4.4,41,1015,16.1,Variable,7.4,,0,,Mostly Cloudy,0
10/1/2015 15:51,3:51 PM,18.3,4.4,40,1015.1,16.1,Calm,Calm,,,,Mostly Cloudy,0
10/1/2015 16:51,4:51 PM,17.8,5,43,1015.2,16.1,ENE,7.4,,0,,Mostly Cloudy,70
10/1/2015 17:51,5:51 PM,17.8,5.6,45,1015.4,16.1,NE,11.1,,,,Mostly Cloudy,50
10/1/2015 18:51,6:51 PM,17.2,6.1,48,1015.9,16.1,NNW,5.6,,,,Scattered Clouds,330
10/1/2015 19:51,7:51 PM,15,6.7,58,1016.2,16.1,Calm,Calm,,,,Scattered Clouds,0
10/1/2015 20:51,8:51 PM,13.9,6.7,62,1016.4,16.1,Calm,Calm,,,,Mostly Cloudy,0
10/1/2015 21:51,9:51 PM,13.9,6.7,62,1016.4,16.1,Calm,Calm,,,,Mostly Cloudy,0
10/1/2015 22:51,10:51 PM,13.9,7.2,64,1016.5,16.1,Calm,Calm,,,,Mostly Cloudy,0
10/1/2015 23:51,11:51 PM,12.2,7.8,75,1016.4,16.1,Calm,Calm,,,,Mostly Cloudy,0
11/1/2015 0:51,12:51 AM,12.8,7.8,72,1016.3,16.1,Calm,Calm,,,,Mostly Cloudy,0
11/1/2015 1:51,1:51 AM,13.3,7.8,69,1016.3,16.1,East,5.6,,,,Mostly Cloudy,100
